FORMAT OF THE SUBSETTED FILE
    
    ITEMS                      FORMAT   
     
 1 YEAR                          I4        
 2 DOY                           I4        
 3 Hour                          I3        
 4 Dst-index, nT                 I6        
 5 f10.7_index                   F6.1

2018  41 22    -8  76.2
2018  41 23    -7  76.2
2018  42  0    -9  76.2
2018  42  1    -9  76.2
2018  42  2    -5  76.2
2018  42  3    -1  76.2
2018  42  4    -1  76.2
2018  42  5    -1  76.2
2018  42  6    -3  76.2
2018  42  7    -4  76.2
2018  42  8    -6  76.2
2018  42  9    -4  76.2
2018  42 10    -2  76.2
2018  42 11    -3  76.2
2018  42 12    -2  76.2
2018  42 13     0  76.2
2018  42 14    -1  76.2
2018  42 15    -1  76.2
2018  42 16     0  76.2
2018  42 17     1  76.2
2018  42 18    -1  76.2
2018  42 19     0  76.2
2018  42 20     1  76.2
2018  42 21     2  76.2
2018  42 22     3  76.2
2018  42 23     4  76.2
2018  43  0     5  76.6
2018  43  1     6  76.6
2018  43  2     6  76.6
2018  43  3     9  76.6
2018  43  4    10  76.6
2018  43  5     9  76.6
2018  43  6     5  76.6
2018  43  7     4  76.6
2018  43  8     4  76.6
2018  43  9     5  76.6
2018  43 10     4  76.6
2018  43 11     9  76.6
2018  43 12    12  76.6
2018  43 13    13  76.6
2018  43 14    14  76.6
2018  43 15    13  76.6
2018  43 16    10  76.6
2018  43 17     9  76.6
2018  43 18     8  76.6
2018  43 19     5  76.6
2018  43 20     8  76.6
2018  43 21    11  76.6
2018  43 22    13  76.6
2018  43 23    14  76.6
2018  44  0    14  74.1
2018  44  1    13  74.1
2018  44  2    10  74.1
2018  44  3     8  74.1
2018  44  4     7  74.1
2018  44  5     7  74.1
2018  44  6     9  74.1
2018  44  7     6  74.1
2018  44  8     7  74.1
2018  44  9     5  74.1
2018  44 10     4  74.1
2018  44 11     4  74.1
2018  44 12     5  74.1
2018  44 13     5  74.1
2018  44 14     3  74.1
2018  44 15     1  74.1
2018  44 16     1  74.1
2018  44 17     2  74.1
2018  44 18     2  74.1
2018  44 19     1  74.1
2018  44 20     0  74.1
2018  44 21    -1  74.1
2018  44 22    -4  74.1
2018  44 23    -7  74.1
2018  45  0    -8  73.4
2018  45  1    -5  73.4
2018  45  2    -2  73.4
2018  45  3    -2  73.4
2018  45  4    -3  73.4
2018  45  5    -5  73.4
2018  45  6    -4  73.4
2018  45  7    -2  73.4
2018  45  8    -3  73.4
2018  45  9    -4  73.4
2018  45 10    -5  73.4
2018  45 11    -4  73.4
2018  45 12    -2  73.4
2018  45 13    -1  73.4
2018  45 14     1  73.4
2018  45 15     3  73.4
2018  45 16     3  73.4
2018  45 17     2  73.4
2018  45 18     0  73.4
2018  45 19    -1  73.4
2018  45 20    -3  73.4
2018  45 21    -4  73.4
2018  45 22    -6  73.4
2018  45 23    -5  73.4
2018  46  0     0  70.8
2018  46  1     5  70.8
2018  46  2     6  70.8
2018  46  3     5  70.8
2018  46  4     2  70.8
2018  46  5     1  70.8
2018  46  6    -1  70.8
2018  46  7    -1  70.8
2018  46  8     3  70.8
2018  46  9    10  70.8
2018  46 10     6  70.8
2018  46 11     6  70.8
2018  46 12     8  70.8
2018  46 13     7  70.8
2018  46 14     6  70.8
2018  46 15    -5  70.8
2018  46 16   -15  70.8
2018  46 17   -17  70.8
2018  46 18   -16  70.8
2018  46 19   -13  70.8
2018  46 20   -16  70.8
2018  46 21   -16  70.8
2018  46 22   -14  70.8
2018  46 23   -12  70.8
2018  47  0    -4  69.8
2018  47  1     1  69.8
2018  47  2     2  69.8
2018  47  3     1  69.8
2018  47  4    -2  69.8
2018  47  5     4  69.8
2018  47  6    -4  69.8
2018  47  7   -10  69.8
2018  47  8    -9  69.8
2018  47  9   -18  69.8
2018  47 10   -18  69.8
2018  47 11   -19  69.8
2018  47 12   -16  69.8
2018  47 13   -13  69.8
2018  47 14   -11  69.8
2018  47 15    -7  69.8
2018  47 16    -4  69.8
2018  47 17    -4  69.8
2018  47 18    -5  69.8
2018  47 19    -6  69.8
2018  47 20    -4  69.8
2018  47 21    -3  69.8
2018  47 22    -7  69.8
2018  47 23    -9  69.8
2018  48  0    -8  67.4
2018  48  1    -6  67.4
2018  48  2   -11  67.4
2018  48  3   -11  67.4
2018  48  4   -12  67.4
2018  48  5   -17  67.4
2018  48  6   -19  67.4
2018  48  7   -21  67.4
2018  48  8   -27  67.4
2018  48  9   -27  67.4
2018  48 10   -26  67.4
2018  48 11   -24  67.4
2018  48 12   -25  67.4
2018  48 13   -21  67.4
2018  48 14   -20  67.4
2018  48 15   -16  67.4
2018  48 16   -16  67.4
2018  48 17   -15  67.4
2018  48 18   -14  67.4
2018  48 19   -10  67.4
2018  48 20    -8  67.4
2018  48 21    -7  67.4
2018  48 22    -7  67.4
2018  48 23    -7  67.4
2018  49  0    -8  68.7
2018  49  1    -8  68.7
2018  49  2    -5  68.7
2018  49  3    -2  68.7
2018  49  4    -4  68.7
2018  49  5    -5  68.7
2018  49  6   -14  68.7
2018  49  7   -17  68.7
2018  49  8   -16  68.7
2018  49  9   -18  68.7
2018  49 10   -26  68.7
2018  49 11   -24  68.7
2018  49 12   -17  68.7
2018  49 13   -16  68.7
2018  49 14   -16  68.7
2018  49 15   -20  68.7
2018  49 16   -21  68.7
2018  49 17   -17  68.7
2018  49 18   -15  68.7
2018  49 19   -14  68.7
2018  49 20   -13  68.7
2018  49 21   -14  68.7
2018  49 22   -17  68.7
2018  49 23   -12  68.7
2018  50  0   -10  67.5
2018  50  1   -12  67.5
2018  50  2   -13  67.5
2018  50  3   -11  67.5
2018  50  4   -18  67.5
2018  50  5   -18  67.5
2018  50  6   -16  67.5
2018  50  7   -18  67.5
2018  50  8   -23  67.5
2018  50  9   -26  67.5
2018  50 10   -26  67.5
2018  50 11   -24  67.5
2018  50 12   -23  67.5
2018  50 13   -16  67.5
2018  50 14   -14  67.5
2018  50 15   -18  67.5
2018  50 16   -17  67.5
2018  50 17   -20  67.5
2018  50 18   -20  67.5
2018  50 19   -18  67.5
2018  50 20   -19  67.5
2018  50 21   -20  67.5
2018  50 22   -18  67.5
2018  50 23   -18  67.5
2018  51  0   -16  66.3
2018  51  1   -13  66.3
2018  51  2   -12  66.3
2018  51  3   -11  66.3
2018  51  4   -12  66.3
2018  51  5   -13  66.3
2018  51  6   -17  66.3
2018  51  7   -22  66.3
2018  51  8   -26  66.3
2018  51  9   -28  66.3
2018  51 10   -27  66.3
2018  51 11   -27  66.3
2018  51 12   -25  66.3
2018  51 13   -20  66.3
2018  51 14   -15  66.3
2018  51 15   -13  66.3
2018  51 16   -12  66.3
2018  51 17   -12  66.3
2018  51 18   -12  66.3
2018  51 19    -8  66.3
2018  51 20   -10  66.3
2018  51 21   -12  66.3
2018  51 22   -14  66.3
2018  51 23   -15  66.3
2018  52  0   -14  68.7
2018  52  1   -12  68.7
2018  52  2   -11  68.7
2018  52  3   -11  68.7
2018  52  4   -11  68.7
2018  52  5    -6  68.7
2018  52  6    -1  68.7
2018  52  7     1  68.7
2018  52  8    -5  68.7
2018  52  9   -13  68.7
2018  52 10   -15  68.7
2018  52 11   -15  68.7
2018  52 12   -12  68.7
2018  52 13    -9  68.7
2018  52 14    -7  68.7
2018  52 15    -7  68.7
2018  52 16    -5  68.7
2018  52 17    -6  68.7
2018  52 18    -3  68.7
2018  52 19    -2  68.7
2018  52 20    -1  68.7
2018  52 21    -1  68.7
2018  52 22    -1  68.7
2018  52 23    -4  68.7
2018  53  0    -8  67.0
2018  53  1    -9  67.0
2018  53  2   -10  67.0
2018  53  3   -11  67.0
2018  53  4    -9  67.0
2018  53  5    -5  67.0
2018  53  6    -4  67.0
2018  53  7    -6  67.0
2018  53  8    -8  67.0
2018  53  9   -10  67.0
2018  53 10   -13  67.0
2018  53 11   -11  67.0
2018  53 12    -9  67.0
2018  53 13    -5  67.0
2018  53 14    -2  67.0
2018  53 15    -3  67.0
2018  53 16    -2  67.0
2018  53 17    -6  67.0
2018  53 18   -10  67.0
2018  53 19   -11  67.0
2018  53 20    -8  67.0
2018  53 21   -12  67.0
2018  53 22   -11  67.0
2018  53 23   -12  67.0
2018  54  0   -11  66.2
2018  54  1   -11  66.2
2018  54  2   -11  66.2
2018  54  3   -17  66.2
2018  54  4   -19  66.2
2018  54  5   -13  66.2
2018  54  6   -16  66.2
2018  54  7   -19  66.2
2018  54  8   -14  66.2
2018  54  9   -25  66.2
2018  54 10   -27  66.2
2018  54 11   -31  66.2
2018  54 12   -22  66.2
2018  54 13   -15  66.2
2018  54 14   -12  66.2
2018  54 15   -15  66.2
2018  54 16   -14  66.2
2018  54 17   -16  66.2
2018  54 18   -18  66.2
2018  54 19   -19  66.2
2018  54 20   -15  66.2
2018  54 21   -15  66.2
2018  54 22   -10  66.2
2018  54 23    -8  66.2
2018  55  0   -14  66.8
2018  55  1   -20  66.8
2018  55  2   -19  66.8
2018  55  3   -20  66.8
2018  55  4   -21  66.8
2018  55  5   -21  66.8
2018  55  6   -21  66.8
2018  55  7   -25  66.8
2018  55  8   -29  66.8
2018  55  9   -24  66.8
2018  55 10   -22  66.8
2018  55 11   -18  66.8
2018  55 12   -14  66.8
2018  55 13   -11  66.8
2018  55 14   -11  66.8
2018  55 15   -13  66.8
2018  55 16   -12  66.8
2018  55 17   -12  66.8
2018  55 18   -15  66.8
2018  55 19   -18  66.8
2018  55 20   -17  66.8
2018  55 21   -15  66.8
2018  55 22   -14  66.8
2018  55 23   -12  66.8
2018  56  0   -11  65.9
2018  56  1   -10  65.9
2018  56  2   -10  65.9
2018  56  3   -10  65.9
2018  56  4   -11  65.9
2018  56  5   -10  65.9
2018  56  6    -8  65.9
2018  56  7    -4  65.9
2018  56  8    -7  65.9
2018  56  9    -9  65.9
2018  56 10   -10  65.9
2018  56 11    -9  65.9
2018  56 12   -10  65.9
2018  56 13    -8  65.9
2018  56 14    -8  65.9
2018  56 15    -5  65.9
2018  56 16    -7  65.9
2018  56 17    -9  65.9
2018  56 18   -12  65.9
2018  56 19   -15  65.9
2018  56 20   -15  65.9
2018  56 21   -12  65.9
2018  56 22    -7  65.9
2018  56 23    -4  65.9
2018  57  0    -5  68.4
2018  57  1    -6  68.4
2018  57  2    -4  68.4
2018  57  3    -5  68.4
2018  57  4    -7  68.4
2018  57  5    -8  68.4
2018  57  6   -14  68.4
2018  57  7   -13  68.4
2018  57  8   -11  68.4
2018  57  9   -14  68.4
2018  57 10   -16  68.4
2018  57 11   -15  68.4
2018  57 12   -14  68.4
2018  57 13   -15  68.4
2018  57 14   -17  68.4
2018  57 15   -12  68.4
2018  57 16    -7  68.4
2018  57 17    -7  68.4
2018  57 18    -6  68.4
2018  57 19    -5  68.4
2018  57 20    -8  68.4
2018  57 21    -8  68.4
2018  57 22    -4  68.4
2018  57 23    -5  68.4
2018  58  0    -4  66.6
2018  58  1    -8  66.6
2018  58  2   -12  66.6
2018  58  3   -17  66.6
2018  58  4   -29  66.6
2018  58  5   -25  66.6
2018  58  6   -19  66.6
2018  58  7   -19  66.6
2018  58  8   -22  66.6
2018  58  9   -20  66.6
2018  58 10   -16  66.6
2018  58 11   -18  66.6
2018  58 12   -29  66.6
2018  58 13   -30  66.6
2018  58 14   -29  66.6
2018  58 15   -29  66.6
2018  58 16   -25  66.6
2018  58 17   -25  66.6
2018  58 18   -26  66.6
2018  58 19   -27  66.6
2018  58 20   -25  66.6
2018  58 21   -20  66.6
2018  58 22   -16  66.6
2018  58 23   -11  66.6
2018  59  0   -10  67.5
2018  59  1    -7  67.5
2018  59  2    -6  67.5
2018  59  3   -10  67.5
2018  59  4   -13  67.5
2018  59  5   -13  67.5
2018  59  6   -18  67.5
2018  59  7   -20  67.5
2018  59  8   -20  67.5
2018  59  9   -18  67.5
2018  59 10   -21  67.5
2018  59 11   -20  67.5
2018  59 12   -20  67.5
2018  59 13   -18  67.5
2018  59 14   -15  67.5
2018  59 15   -13  67.5
2018  59 16   -14  67.5
2018  59 17   -15  67.5
2018  59 18   -16  67.5
2018  59 19   -16  67.5
2018  59 20   -15  67.5
2018  59 21   -15  67.5
2018  59 22   -13  67.5
2018  59 23    -9  67.5
2018  60  0    -8  66.0
2018  60  1    -5  66.0
2018  60  2    -1  66.0
2018  60  3     0  66.0
2018  60  4    -4  66.0
2018  60  5    -8  66.0
2018  60  6   -11  66.0
2018  60  7   -12  66.0
2018  60  8   -12  66.0
2018  60  9   -14  66.0
2018  60 10   -14  66.0
2018  60 11   -15  66.0
2018  60 12   -15  66.0
2018  60 13   -17  66.0
2018  60 14   -15  66.0
2018  60 15   -13  66.0
2018  60 16   -13  66.0
2018  60 17   -12  66.0
2018  60 18   -11  66.0
2018  60 19   -12  66.0
2018  60 20   -11  66.0
2018  60 21   -14  66.0
2018  60 22   -15  66.0
2018  60 23   -14  66.0
2018  61  0   -10  66.6
2018  61  1    -8  66.6
2018  61  2    -2  66.6
2018  61  3    -1  66.6
2018  61  4    -2  66.6
2018  61  5    -5  66.6
2018  61  6    -7  66.6
2018  61  7    -7  66.6
2018  61  8    -8  66.6
2018  61  9    -9  66.6
2018  61 10    -7  66.6
2018  61 11    -6  66.6
2018  61 12    -8  66.6
2018  61 13    -9  66.6
2018  61 14    -9  66.6
2018  61 15   -10  66.6
2018  61 16    -9  66.6
2018  61 17    -7  66.6
2018  61 18    -5  66.6
2018  61 19    -6  66.6
2018  61 20    -9  66.6
2018  61 21   -12  66.6
2018  61 22   -12  66.6
2018  61 23   -11  66.6
2018  62  0   -10  66.7
2018  62  1    -8  66.7
2018  62  2    -6  66.7
2018  62  3    -4  66.7
2018  62  4    -3  66.7
2018  62  5    -1  66.7
2018  62  6     0  66.7
2018  62  7     0  66.7
2018  62  8     0  66.7
2018  62  9     3  66.7
2018  62 10     3  66.7
2018  62 11     1  66.7
2018  62 12    -2  66.7
2018  62 13    -3  66.7
2018  62 14    -3  66.7
2018  62 15    -5  66.7
2018  62 16    -8  66.7
2018  62 17    -4  66.7
2018  62 18    -3  66.7
2018  62 19     3  66.7
2018  62 20     7  66.7
2018  62 21    -2  66.7
2018  62 22    -8  66.7
2018  62 23   -10  66.7
2018  63  0    -1  66.4
2018  63  1     6  66.4
2018  63  2     1  66.4
2018  63  3   -10  66.4
2018  63  4   -10  66.4
2018  63  5    -9  66.4
2018  63  6   -11  66.4
2018  63  7   -10  66.4
2018  63  8   -10  66.4
2018  63  9   -12  66.4
2018  63 10    -9  66.4
2018  63 11    -7  66.4
2018  63 12    -6  66.4
2018  63 13    -6  66.4
2018  63 14    -5  66.4
2018  63 15    -7  66.4
2018  63 16    -5  66.4
2018  63 17    -3  66.4
2018  63 18    -4  66.4
2018  63 19    -7  66.4
2018  63 20    -9  66.4
2018  63 21   -10  66.4
2018  63 22   -11  66.4
2018  63 23    -8  66.4
2018  64  0    -6  66.5
2018  64  1    -1  66.5
2018  64  2     6  66.5
2018  64  3     7  66.5
2018  64  4     9  66.5
2018  64  5    10  66.5
2018  64  6     7  66.5
2018  64  7     4  66.5
2018  64  8     4  66.5
2018  64  9     5  66.5
2018  64 10     4  66.5
2018  64 11     4  66.5
2018  64 12     3  66.5
2018  64 13     0  66.5
2018  64 14     1  66.5
2018  64 15     5  66.5
2018  64 16     1  66.5
2018  64 17     5  66.5
2018  64 18     8  66.5
2018  64 19     6  66.5
2018  64 20     4  66.5
2018  64 21    -1  66.5
2018  64 22     1  66.5
2018  64 23    -5  66.5
2018  65  0    -9  66.5
2018  65  1    -5  66.5
2018  65  2     1  66.5
2018  65  3     7  66.5
2018  65  4     9  66.5
2018  65  5     8  66.5
2018  65  6     8  66.5
2018  65  7     8  66.5
2018  65  8     6  66.5
2018  65  9     7  66.5
2018  65 10     8  66.5
2018  65 11     8  66.5
2018  65 12     9  66.5
2018  65 13     7  66.5
2018  65 14     4  66.5
2018  65 15     1  66.5
2018  65 16     0  66.5
2018  65 17     2  66.5
2018  65 18     6  66.5
2018  65 19     9  66.5
2018  65 20     7  66.5
2018  65 21     4  66.5
2018  65 22     2  66.5
2018  65 23     0  66.5
2018  66  0     1  66.8
2018  66  1     1  66.8
2018  66  2     1  66.8
2018  66  3     3  66.8
2018  66  4     3  66.8
2018  66  5     2  66.8
2018  66  6     2  66.8
2018  66  7     4  66.8
2018  66  8     4  66.8
2018  66  9     5  66.8
2018  66 10     5  66.8
2018  66 11     7  66.8
2018  66 12     6  66.8
2018  66 13     4  66.8
2018  66 14     3  66.8
2018  66 15     3  66.8
2018  66 16     4  66.8
2018  66 17     6  66.8
2018  66 18     8  66.8
2018  66 19     4  66.8
2018  66 20     1  66.8
2018  66 21     0  66.8
2018  66 22    -1  66.8
2018  66 23    -1  66.8
2018  67  0     2  65.6
2018  67  1     5  65.6
2018  67  2     9  65.6
2018  67  3    10  65.6
2018  67  4     9  65.6
2018  67  5     4  65.6
2018  67  6    -2  65.6
2018  67  7     0  65.6
2018  67  8     3  65.6
2018  67  9     1  65.6
2018  67 10     3  65.6
2018  67 11     4  65.6
2018  67 12     5  65.6
2018  67 13     5  65.6
2018  67 14     5  65.6
2018  67 15     3  65.6
2018  67 16     3  65.6
2018  67 17     6  65.6
2018  67 18     6  65.6
2018  67 19    10  65.6
2018  67 20     9  65.6
2018  67 21     7  65.6
2018  67 22     4  65.6
2018  67 23     1  65.6
2018  68  0     4  66.6
2018  68  1    10  66.6
2018  68  2     6  66.6
2018  68  3     2  66.6
2018  68  4    -2  66.6
2018  68  5     0  66.6
2018  68  6     2  66.6
2018  68  7     1  66.6
2018  68  8    -3  66.6
2018  68  9    -5  66.6
2018  68 10    -4  66.6
2018  68 11    -1  66.6
2018  68 12     1  66.6
2018  68 13    -1  66.6
2018  68 14    -3  66.6
2018  68 15    -2  66.6
2018  68 16     1  66.6
2018  68 17     3  66.6
2018  68 18    19  66.6
2018  68 19    26  66.6
2018  68 20    20  66.6
2018  68 21    16  66.6
2018  68 22    19  66.6
2018  68 23    15  66.6
2018  69  0    -7  66.8
2018  69  1   -14  66.8
2018  69  2   -21  66.8
2018  69  3   -28  66.8
2018  69  4   -38  66.8
2018  69  5   -39  66.8
2018  69  6   -37  66.8
2018  69  7   -37  66.8
2018  69  8   -35  66.8
2018  69  9   -29  66.8
2018  69 10   -22  66.8
2018  69 11   -17  66.8
2018  69 12   -13  66.8
2018  69 13   -14  66.8
2018  69 14   -13  66.8
2018  69 15   -18  66.8
2018  69 16   -18  66.8
2018  69 17   -14  66.8
2018  69 18    -7  66.8
2018  69 19    -4  66.8
2018  69 20     8  66.8
2018  69 21    12  66.8
2018  69 22     8  66.8
2018  69 23     4  66.8
2018  70  0     2  66.9
2018  70  1     4  66.9
2018  70  2     2  66.9
2018  70  3     1  66.9
2018  70  4    -4  66.9
2018  70  5    -9  66.9
2018  70  6    -9  66.9
2018  70  7    -8  66.9
2018  70  8    -9  66.9
2018  70  9   -10  66.9
2018  70 10    -9  66.9
2018  70 11    -7  66.9
2018  70 12    -6  66.9
2018  70 13    -8  66.9
2018  70 14    -9  66.9
2018  70 15   -11  66.9
2018  70 16    -8  66.9
2018  70 17    -4  66.9
2018  70 18     1  66.9
2018  70 19     5  66.9
2018  70 20     2  66.9
2018  70 21    -3  66.9
2018  70 22    -2  66.9
2018  70 23    -3  66.9
2018  71  0    -2  67.3
2018  71  1    -3  67.3
2018  71  2    -1  67.3
2018  71  3     0  67.3
2018  71  4     1  67.3
2018  71  5     0  67.3
2018  71  6     1  67.3
2018  71  7     2  67.3
2018  71  8     2  67.3
2018  71  9     1  67.3
2018  71 10     1  67.3
2018  71 11     0  67.3
2018  71 12    -3  67.3
2018  71 13    -3  67.3
2018  71 14    -3  67.3
2018  71 15    -4  67.3
2018  71 16    -4  67.3
2018  71 17    -3  67.3
2018  71 18    -1  67.3
2018  71 19    -1  67.3
2018  71 20    -1  67.3
2018  71 21     1  67.3
2018  71 22     3  67.3
2018  71 23     4  67.3
2018  72  0     3  67.7
2018  72  1     2  67.7
2018  72  2     5  67.7
2018  72  3     7  67.7
2018  72  4     9  67.7
2018  72  5    12  67.7
2018  72  6    10  67.7
2018  72  7     6  67.7
2018  72  8     1  67.7
2018  72  9    -3  67.7
2018  72 10    -3  67.7
2018  72 11    -4  67.7
2018  72 12    -4  67.7
2018  72 13    -4  67.7
2018  72 14    -5  67.7
2018  72 15    -5  67.7
2018  72 16    -3  67.7
2018  72 17    -1  67.7
2018  72 18    -1  67.7
2018  72 19    -1  67.7
2018  72 20    -1  67.7
2018  72 21     0  67.7
2018  72 22    -1  67.7
2018  72 23    -2  67.7
2018  73  0    -1  66.9
2018  73  1     1  66.9
2018  73  2     4  66.9
2018  73  3     8  66.9
2018  73  4    11  66.9
2018  73  5    10  66.9
2018  73  6    10  66.9
2018  73  7     3  66.9
2018  73  8     0  66.9
2018  73  9     0  66.9
2018  73 10     3  66.9
2018  73 11     4  66.9
2018  73 12     4  66.9
2018  73 13     5  66.9
2018  73 14     3  66.9
2018  73 15    -8  66.9
2018  73 16   -16  66.9
2018  73 17   -12  66.9
2018  73 18   -13  66.9
2018  73 19   -21  66.9
2018  73 20   -26  66.9
2018  73 21   -32  66.9
2018  73 22   -24  66.9
2018  73 23   -22  66.9
2018  74  0   -28  68.3
2018  74  1   -31  68.3
2018  74  2   -26  68.3
2018  74  3   -23  68.3
2018  74  4   -21  68.3
2018  74  5   -20  68.3
2018  74  6   -17  68.3
2018  74  7   -14  68.3
2018  74  8   -10  68.3
2018  74  9   -13  68.3
2018  74 10    -9  68.3
2018  74 11    -5  68.3
2018  74 12    -2  68.3
2018  74 13    -3  68.3
2018  74 14    -7  68.3
2018  74 15   -15  68.3
2018  74 16   -24  68.3
2018  74 17   -30  68.3
2018  74 18   -27  68.3
2018  74 19   -20  68.3
2018  74 20   -21  68.3
2018  74 21   -24  68.3
2018  74 22   -24  68.3
2018  74 23   -23  68.3
2018  75  0   -23  67.9
2018  75  1   -16  67.9
2018  75  2   -16  67.9
2018  75  3   -25  67.9
2018  75  4   -34  67.9
2018  75  5   -35  67.9
2018  75  6   -35  67.9
2018  75  7   -30  67.9
2018  75  8   -27  67.9
2018  75  9   -28  67.9
2018  75 10   -32  67.9
2018  75 11   -25  67.9
2018  75 12   -18  67.9
2018  75 13   -17  67.9
2018  75 14   -18  67.9
2018  75 15   -22  67.9
2018  75 16   -28  67.9
2018  75 17   -27  67.9
2018  75 18   -26  67.9
2018  75 19   -23  67.9
2018  75 20   -20  67.9
2018  75 21   -22  67.9
2018  75 22   -20  67.9
2018  75 23   -25  67.9
2018  76  0   -24  69.0
2018  76  1   -29  69.0
2018  76  2   -27  69.0
2018  76  3   -30  69.0
2018  76  4   -29  69.0
2018  76  5   -26  69.0
2018  76  6   -26  69.0
2018  76  7   -24  69.0
2018  76  8   -20  69.0
2018  76  9   -15  69.0
2018  76 10   -14  69.0
2018  76 11   -13  69.0
2018  76 12   -13  69.0
2018  76 13   -13  69.0
2018  76 14   -12  69.0
2018  76 15    -9  69.0
2018  76 16    -8  69.0
2018  76 17    -7  69.0
2018  76 18    -4  69.0
2018  76 19    -4  69.0
2018  76 20    -6  69.0
2018  76 21    -8  69.0
2018  76 22   -10  69.0
2018  76 23   -15  69.0
2018  77  0   -19  68.5
2018  77  1   -16  68.5
2018  77  2   -14  68.5
2018  77  3   -14  68.5
2018  77  4   -15  68.5
2018  77  5   -14  68.5
2018  77  6   -13  68.5
2018  77  7   -14  68.5
2018  77  8   -15  68.5
2018  77  9   -17  68.5
2018  77 10   -16  68.5
2018  77 11   -14  68.5
2018  77 12    -9  68.5
2018  77 13   -14  68.5
2018  77 14   -22  68.5
2018  77 15   -28  68.5
2018  77 16   -21  68.5
2018  77 17   -12  68.5
2018  77 18   -16  68.5
2018  77 19   -28  68.5
2018  77 20   -45  68.5
2018  77 21   -50  68.5
2018  77 22   -48  68.5
2018  77 23   -48  68.5
2018  78  0   -48  69.7
2018  78  1   -46  69.7
2018  78  2   -37  69.7
2018  78  3   -38  69.7
2018  78  4   -35  69.7
2018  78  5   -33  69.7
2018  78  6   -26  69.7
2018  78  7   -22  69.7
2018  78  8   -23  69.7
2018  78  9   -26  69.7
2018  78 10   -23  69.7
2018  78 11   -18  69.7
2018  78 12   -13  69.7
2018  78 13   -15  69.7
2018  78 14   -15  69.7
